TransactionAmount,CustomerAge,TransactionDuration,LoginAttempts,AccountBalance,TransactionType,Location,CustomerOccupation,Channel,Target
118.77,55.0,123.0,1.0,2104.82,Debit,Atlanta,Engineer,Branch,2
651.82,21.0,166.0,1.0,1802.77,Debit,Indianapolis,Student,ATM,0
66.65,37.0,33.0,1.0,3559.96,Debit,Detroit,Engineer,ATM,2
98.53,69.0,166.0,1.0,3564.8,Debit,Denver,Retired,Branch,2
138.95,71.0,30.0,1.0,6752.92,Debit,Washington,Retired,Online,1
33.89,26.0,177.0,1.0,1444.75,Debit,Nashville,Student,Branch,0
23.71,58.0,164.0,1.0,10788.89,Debit,Atlanta,Doctor,Branch,2
213.42,55.0,238.0,1.0,2235.7,Debit,San Antonio,Engineer,Online,1
26.06,65.0,283.0,1.0,12893.63,Debit,San Diego,Doctor,ATM,1
17.07,27.0,44.0,1.0,2798.15,Debit,Los Angeles,Engineer,Branch,0
703.89,46.0,61.99999999999999,1.0,3583.67,Debit,San Antonio,Engineer,Online,1
213.42,47.0,155.0,1.0,2120.8,Debit,Houston,Engineer,ATM,0
26.55,77.0,228.0,1.0,3085.38,Debit,Houston,Retired,ATM,0
147.4,42.0,259.0,1.0,6797.71,Debit,San Jose,Engineer,Branch,1
202.11,27.0,18.0,1.0,746.47,Debit,Memphis,Student,ATM,0
308.42,75.0,39.0,1.0,5427.81,Debit,Nashville,Retired,Branch,0
11.18,53.0,144.0,1.0,7467.300000000001,Debit,Miami,Engineer,ATM,0
294.15,38.0,136.0,1.0,6362.16,Debit,Fresno,Engineer,Online,0
29.58,54.0,119.42293906810038,1.0,8345.26,Debit,Colorado Springs,Engineer,Branch,2
139.45,27.0,30.999999999999996,1.0,1305.76,Debit,Boston,Student,Online,2
432.63,29.0,137.0,1.0,13648.36,Debit,Colorado Springs,Doctor,ATM,2
131.43,43.0,65.0,1.0,1337.5,Debit,Charlotte,Doctor,Online,2
516.72,42.0,128.0,1.0,2015.6900000000003,Debit,Mesa,Engineer,ATM,0
121.82000000000001,69.0,123.0,1.0,8354.54,Debit,Colorado Springs,Doctor,Online,2
374.5,26.0,178.0,1.0,1671.51,Credit,San Francisco,Student,Branch,1
166.13,68.0,227.0,1.0,11822.53,Debit,Omaha,Doctor,ATM,1
626.9,23.0,146.0,1.0,587.1099999999999,Debit,Chicago,Student,ATM,2
466.85,56.0,165.0,1.0,5422.53,Debit,Austin,Retired,Branch,2
788.84,58.0,231.0,1.0,1913.73,Debit,Phoenix,Retired,Online,1
873.65,37.0,59.00000000000001,1.0,12139.83,Credit,Oklahoma City,Doctor,Online,1
525.28,69.0,134.0,1.0,4693.6,Debit,Colorado Springs,Retired,ATM,2
110.17,30.0,137.0,1.0,464.2,,Raleigh,Engineer,ATM,1
632.69,80.0,75.99999999999999,1.0,4363.74,Debit,Denver,Retired,ATM,2
124.35,72.0,90.0,1.0,3319.76,Debit,Oklahoma City,Retired,ATM,1
43.85,62.0,122.0,1.0,4356.98,Debit,Fresno,Retired,ATM,0
283.81,28.0,29.000000000000004,1.0,1519.35,Debit,San Diego,Student,Branch,1
168.53,71.0,112.0,1.0,5962.58,Debit,San Francisco,Retired,ATM,1
218.59,40.0,123.0,1.0,6699.23,Credit,Denver,Engineer,Branch,2
132.84,21.0,143.0,1.0,822.73,Debit,Oklahoma City,Student,ATM,1
157.37,42.0,289.0,1.0,13964.31,Credit,Dallas,Doctor,Branch,2
144.77,20.0,159.0,1.0,867.3199999999999,Debit,Albuquerque,Student,Online,2
643.22,64.0,93.0,1.0,1035.86,Debit,Atlanta,Doctor,ATM,2
213.42,41.0,297.0,1.0,13347.69,Debit,El Paso,Doctor,Branch,2
208.07,32.0,36.0,1.0,8478.9,Debit,Oklahoma City,Doctor,Online,1
94.3,57.0,57.0,1.0,11088.95,Debit,Phoenix,Doctor,Branch,1
295.5,59.0,36.0,1.0,6280.66,Debit,Mesa,Retired,ATM,0
30.229999999999997,44.0,99.0,1.0,481.13,Debit,Austin,Doctor,ATM,2
112.05,26.0,159.0,1.0,1122.88,Credit,Phoenix,Student,ATM,1
180.24,58.0,144.0,1.0,8431.23,Debit,Phoenix,Engineer,Branch,1
13.71,38.0,148.0,1.0,8342.79,Credit,Denver,Engineer,Online,2
96.54,58.0,95.0,1.0,7182.22,Debit,New York,Retired,Branch,0
79.35,67.0,70.0,1.0,1692.15,Debit,Los Angeles,Retired,Online,0
101.04,27.0,160.0,1.0,1695.57,Debit,San Antonio,Student,ATM,1
74.42,49.0,68.00000000000001,1.0,6264.21,Debit,El Paso,Engineer,Online,2
39.66,52.0,169.0,1.0,8497.34,Debit,Virginia Beach,Engineer,Branch,1
99.36,40.0,45.99999999999999,1.0,1272.12,Debit,Seattle,Doctor,ATM,1
123.85,56.0,244.0,1.0,3959.62,Debit,Las Vegas,Engineer,Online,0
426.93,19.0,247.99999999999997,1.0,476.18999999999994,Debit,Omaha,Student,ATM,1
133.73,25.0,123.0,1.0,1872.2200000000003,Credit,San Jose,Student,Online,1
222.39,49.0,73.0,1.0,3117.39,Debit,Virginia Beach,Engineer,Online,1
215.94,22.0,140.0,1.0,1841.69,Credit,Virginia Beach,Student,Online,1
6.3,80.0,283.0,1.0,7697.680000000001,Debit,Columbus,Retired,Branch,2
826.23,29.0,209.0,1.0,7580.590000000001,Debit,Colorado Springs,Doctor,ATM,2
297.65646754281164,35.0,67.0,1.0,7936.91,Debit,Columbus,Engineer,Online,2
131.46,67.0,258.0,1.0,6642.33,Debit,Charlotte,Retired,Branch,2
202.86,61.0,149.0,1.0,7642.250000000001,Credit,Memphis,Doctor,Branch,0
268.39,26.0,171.0,1.0,136.74,Debit,Miami,Student,ATM,0
194.85,23.0,130.0,1.0,319.84,Debit,Jacksonville,Student,Online,0
137.35,40.0,220.0,1.0,12662.66,Credit,Sacramento,Doctor,,1
712.75,44.0,25.000000000000004,1.0,8126.0599999999995,Debit,Philadelphia,Doctor,Branch,1
353.82,42.0,143.0,1.0,705.7499999999999,Debit,Milwaukee,Doctor,ATM,0
507.25000000000006,44.67844382691544,143.0,1.0,5331.57,Debit,Washington,Retired,Branch,1
212.74,27.0,128.0,1.0,7645.469999999999,Debit,Seattle,Engineer,Branch,1
364.42,51.0,146.0,1.0,8119.73,Debit,Colorado Springs,Engineer,ATM,2
195.12,46.0,144.0,1.0,6101.15,Debit,Louisville,Doctor,ATM,0
230.61,80.0,204.0,1.0,2561.42,Debit,Raleigh,Retired,Branch,1
739.28,58.0,47.0,1.0,11905.64,Credit,Tucson,Doctor,Branch,1
390.35,64.0,61.00000000000001,1.0,7095.88,Credit,Omaha,Doctor,ATM,1
242.03000000000003,58.0,123.99999999999999,1.0,4382.73,Debit,Dallas,Engineer,Online,2
242.39000000000001,18.0,271.0,1.0,1328.73,Credit,San Antonio,Student,ATM,1
135.03,23.0,180.0,1.0,1278.0,Debit,San Francisco,Student,ATM,1
83.5,61.0,91.0,1.0,1749.79,Debit,Dallas,,Branch,2
193.54,80.0,267.0,1.0,2929.51,Debit,Oklahoma City,Retired,Branch,1
617.36,29.0,61.00000000000001,1.0,8926.38,Debit,Kansas City,Engineer,,0
775.23,59.0,37.99999999999999,1.0,5977.59,Credit,Albuquerque,Doctor,Online,2
266.57,72.0,100.00000000000001,1.0,7676.92,Debit,El Paso,Retired,ATM,2
153.4,45.0,144.0,1.0,4657.7,Debit,Mesa,Engineer,ATM,0
213.42,53.0,251.0,1.0,5579.11,Debit,Charlotte,Retired,Branch,2
5.12,34.0,90.0,1.0,3293.01,Debit,New York,Engineer,Branch,0
119.11,57.0,131.0,1.0,7998.25,Debit,Detroit,Engineer,ATM,2
213.42,24.0,147.0,1.0,1093.89,Debit,Colorado Springs,Student,Online,2
119.72,30.0,123.0,1.0,3435.34,Debit,Tucson,Engineer,Branch,1
107.4,58.0,32.0,1.0,344.07,Debit,Virginia Beach,Doctor,Online,1
115.92,53.0,57.0,1.0,3897.17,Debit,Raleigh,Retired,ATM,1
438.04,67.0,247.0,1.0,5358.95,Debit,Philadelphia,Retired,ATM,1
677.29,27.0,287.0,1.0,627.79,Debit,Houston,Engineer,Online,0
296.0,35.0,247.99999999999997,1.0,7418.82,Debit,Las Vegas,Doctor,Branch,0
299.09,36.0,84.00000000000001,1.0,5615.26,Credit,Boston,Engineer,Branch,2
461.52,24.0,44.0,1.0,1995.1799999999998,Credit,Denver,Student,Branch,2
100.52,50.0,110.0,1.0,453.39,Debit,Las Vegas,Engineer,ATM,0
85.35,66.0,166.0,1.0,2173.76,Debit,Washington,Retired,ATM,1
79.76,39.0,170.0,1.0,6452.14,Debit,Raleigh,Engineer,Branch,1
778.49,75.0,107.0,1.0,7713.67,Credit,Omaha,Retired,Online,1
386.38,42.0,135.0,1.0,5528.36,Debit,Phoenix,Engineer,Online,1
165.25,35.0,106.0,1.0,9939.94,Debit,Sacramento,Doctor,Online,1
14.29,34.0,150.0,1.0,7016.99,Debit,Los Angeles,Engineer,ATM,0
232.79,55.0,145.0,1.0,2661.3,Credit,Indianapolis,Retired,Branch,0
213.42,60.0,159.0,1.0,9410.17,Credit,Austin,Engineer,Branch,2
92.29,54.0,115.0,1.0,2026.3199999999997,Debit,Albuquerque,Engineer,Branch,2
293.97,68.0,153.0,1.0,7371.85,Debit,Phoenix,Retired,Branch,1
136.32,19.0,113.0,1.0,264.83,Debit,Miami,Student,Online,0
251.06,36.0,34.0,1.0,10001.66,Debit,Colorado Springs,Doctor,Online,2
50.17,77.0,35.0,1.0,7752.140000000001,Credit,Sacramento,Retired,ATM,1
21.4,34.0,258.0,1.0,9594.11,Debit,Fresno,Engineer,Branch,0
73.28,21.0,21.000000000000004,1.0,1329.41,Debit,Boston,Student,Branch,2
70.23,38.0,260.0,1.0,11624.93,Debit,Memphis,Doctor,ATM,0
689.29,22.0,100.00000000000001,1.0,168.84,Debit,El Paso,Student,ATM,2
745.03,28.0,231.0,1.0,160.57,Debit,Fort Worth,Student,Online,2
54.61,58.0,160.0,1.0,7135.64,Debit,Milwaukee,Engineer,ATM,0
54.05,27.0,146.0,1.0,469.13999999999993,Debit,Louisville,Student,Branch,0
107.47,67.0,144.0,1.0,7517.499999999999,Debit,Austin,Retired,Online,2
611.11,20.0,282.0,1.0,919.84,Debit,Detroit,Student,ATM,2
219.63,48.0,44.0,1.0,8013.63,Debit,Charlotte,Doctor,ATM,2
188.7,44.67844382691544,123.0,1.0,5077.06,Debit,New York,Retired,Branch,0
93.52,51.0,97.0,1.0,2791.2,Debit,Philadelphia,Engineer,Online,1
275.92,62.0,107.0,1.0,1777.38,Credit,Nashville,Retired,Branch,0
376.79,68.0,265.0,1.0,7749.14,Debit,Milwaukee,Retired,Branch,0
8.98,66.0,56.0,1.0,4516.76,Debit,Detroit,,Online,2
697.32,68.0,91.0,1.0,2016.0200000000002,Debit,Atlanta,Retired,Online,2
17.45,18.0,88.0,1.0,1959.52,,Omaha,Student,ATM,1
302.16,80.0,138.0,1.0,3876.61,Debit,Kansas City,Retired,Online,0
442.74,23.0,136.0,1.0,1790.27,Debit,San Diego,Student,Branch,1
623.9,27.0,249.0,1.0,711.4699999999999,Debit,San Jose,Student,ATM,1
445.41,35.0,235.0,1.0,12154.66,Debit,Fresno,Doctor,ATM,0
63.41,26.0,36.0,1.0,1546.22,Debit,Fort Worth,Student,ATM,2
346.85,44.0,88.0,1.0,7208.15,Debit,Kansas City,Doctor,ATM,0
71.95,59.0,53.00000000000001,1.0,9267.32,Credit,,Engineer,Online,1
7.5,63.0,36.0,1.0,6485.78,Debit,Dallas,Retired,Online,2
206.46,65.0,279.0,1.0,3984.38,Debit,Virginia Beach,Retired,ATM,1
423.11,60.0,47.0,1.0,412.78,Debit,Columbus,Engineer,ATM,2
35.84,54.0,172.0,1.0,4795.65,Credit,Colorado Springs,Retired,Online,2
88.6,28.0,105.0,1.0,246.57,Credit,Raleigh,Student,Branch,1
213.42,18.0,168.00000000000003,1.0,1058.13,Debit,Oklahoma City,Student,ATM,1
53.81,55.0,37.0,1.0,5113.438123505977,Credit,Raleigh,Engineer,ATM,1
22.46,54.0,78.0,1.0,6631.5,Debit,New York,Retired,Online,0
334.89,21.0,260.0,1.0,1661.68,Debit,Fort Worth,Student,Online,2
319.27,54.0,59.00000000000001,1.0,5504.01,Credit,Omaha,Retired,Online,1
144.3,18.0,88.0,1.0,312.19,Debit,Oklahoma City,Student,ATM,1
348.7,69.0,149.0,1.0,2445.58,Credit,Fresno,Retired,Branch,0
366.21,62.0,181.0,1.0,10862.99,Debit,Oklahoma City,Doctor,ATM,1
99.11,55.0,12.0,1.0,5414.87,Debit,Philadelphia,Retired,Online,1
539.35,55.0,127.0,1.0,3919.4399999999996,Debit,Milwaukee,Retired,ATM,0
188.99,58.0,91.99999999999999,1.0,7315.34,Debit,Oklahoma City,Engineer,Branch,1
213.42,46.0,58.00000000000001,1.0,3740.7300000000005,Debit,Nashville,Engineer,ATM,0
710.14,26.0,227.0,1.0,465.62999999999994,Debit,El Paso,Student,ATM,2
308.68,53.0,170.0,1.0,9992.36,Debit,Milwaukee,Doctor,Online,0
166.68,57.0,139.0,1.0,5141.19,Debit,Mesa,Retired,ATM,0
0.99,44.67844382691544,133.0,1.0,4317.85,Debit,Los Angeles,Engineer,ATM,0
505.18999999999994,30.0,128.0,1.0,5326.68,Debit,Kansas City,Doctor,ATM,0
66.58,23.0,79.0,1.0,1636.32,Debit,Raleigh,Student,Branch,1
223.43,77.0,178.0,1.0,7932.410000000001,Debit,Dallas,Retired,Branch,2
659.95,60.0,114.0,1.0,3927.6900000000005,Debit,Detroit,Engineer,Online,2
634.86,27.0,45.0,1.0,588.4999999999999,Debit,Chicago,Student,ATM,2
286.5,30.0,60.00000000000001,1.0,8517.95,Credit,Boston,Engineer,Branch,2
322.96,76.0,168.00000000000003,1.0,2401.59,Credit,Philadelphia,Retired,Branch,1
654.48,19.0,114.0,1.0,6776.41,Debit,Columbus,Student,Branch,2
157.97,48.0,140.0,1.0,5529.92,Debit,Philadelphia,Doctor,Branch,1
120.90000000000002,40.0,52.00000000000001,1.0,9009.42,,Tucson,Doctor,Branch,1
254.77,57.0,57.0,1.0,5994.87,Debit,Denver,Engineer,Branch,2
795.96,65.0,119.0,1.0,5468.58,Debit,Raleigh,Retired,Online,1
149.25,39.0,142.0,1.0,5677.52,Debit,Omaha,Engineer,ATM,1
3.42,43.0,158.0,1.0,14180.21,Credit,San Antonio,Doctor,,1
68.19,40.0,189.0,1.0,9895.1,Credit,Fresno,Doctor,Online,0
493.4200000000001,39.0,111.0,1.0,2232.84,,Baltimore,Engineer,Branch,2
37.57,57.0,42.00000000000001,1.0,7739.54,Debit,El Paso,Retired,ATM,2
127.00000000000001,19.0,68.00000000000001,1.0,431.16,Credit,Nashville,Student,Branch,0
96.89,59.0,53.00000000000001,1.0,6044.93,Debit,,,ATM,1
448.33,25.0,161.0,1.0,922.19,Debit,Atlanta,Student,ATM,2
213.42,51.0,55.0,1.0,447.53,Debit,San Diego,Engineer,ATM,1
8.65,48.0,273.0,1.0,10778.35,Debit,Las Vegas,Doctor,Online,0
65.57,41.0,82.0,1.0,5113.438123505977,Debit,Miami,Engineer,Online,0
539.81,46.0,177.0,1.0,2051.25,Debit,San Francisco,Engineer,Online,1
363.53,63.0,142.0,1.0,1038.91,Debit,Kansas City,Retired,ATM,0
64.9,51.0,72.0,1.0,6854.61,Credit,Detroit,Retired,Branch,2
358.18,18.0,157.0,1.0,619.86,Debit,Boston,Student,ATM,2
167.2,30.0,84.00000000000001,1.0,11320.83,Debit,San Antonio,Doctor,Branch,1
121.90999999999998,60.0,133.0,1.0,14510.8,Debit,Chicago,Doctor,Branch,2
137.57,54.0,70.0,1.0,5103.67,Debit,Louisville,Engineer,Online,0
534.62,55.0,45.0,1.0,13793.53,Debit,Oklahoma City,Doctor,Online,1
463.92,50.0,199.0,1.0,2403.39,Debit,Mesa,Engineer,Online,0
320.14,60.0,96.0,1.0,3075.97,Debit,Milwaukee,Retired,Online,0
214.93,28.0,52.00000000000001,1.0,7835.4,Debit,Albuquerque,Student,Online,2
660.02,20.0,84.00000000000001,1.0,414.43,Debit,Nashville,Student,Branch,0
345.81,40.0,135.0,1.0,6116.8,Debit,Raleigh,Engineer,Branch,1
143.54,71.0,80.0,1.0,6067.62,Debit,Philadelphia,Retired,ATM,1
42.55,53.0,29.000000000000004,1.0,7341.43,Debit,Seattle,Engineer,Branch,1
213.42,21.0,128.0,1.0,1240.71,Credit,Omaha,Student,Online,1
541.79,22.0,125.0,1.0,1454.08,Debit,Mesa,Student,ATM,0
40.57,26.0,63.0,1.0,1476.91,Debit,Columbus,Student,Branch,2
120.24000000000001,18.0,131.0,1.0,1943.1300000000003,Debit,Milwaukee,Student,Branch,0
498.66999999999996,28.0,244.0,1.0,1719.97,Debit,Miami,Student,Online,0
227.22,53.0,220.0,1.0,832.82,Debit,El Paso,Doctor,ATM,2
213.42,30.0,34.0,1.0,7696.16,Debit,Tucson,Engineer,Online,1
56.94,76.0,74.0,1.0,7004.63,Credit,Charlotte,,Online,2
629.82,68.0,159.0,1.0,6385.69,Debit,Colorado Springs,Retired,,2
59.44,35.0,176.0,1.0,5472.03,Debit,Chicago,Engineer,Online,2
186.69,30.0,53.99999999999999,1.0,8602.22,Debit,New York,Engineer,Branch,0
230.46,19.0,179.0,1.0,162.53,Debit,Mesa,Student,Online,0
65.09,44.0,159.0,1.0,9370.9,Credit,Seattle,Engineer,Online,1
457.09,55.0,63.0,1.0,8570.82,Credit,Nashville,Engineer,Online,0
552.02,44.0,100.00000000000001,1.0,522.08,Credit,Chicago,Engineer,ATM,2
377.12,34.0,61.00000000000001,1.0,836.6699999999998,Debit,Houston,Engineer,ATM,0
204.56,18.0,179.0,1.0,364.72,Credit,San Diego,Student,Branch,1
420.28,35.0,144.0,1.0,8557.32,Debit,Washington,Doctor,Branch,1
97.09,24.0,202.0,1.0,1579.57,Debit,Fort Worth,Student,ATM,2
124.59,27.0,171.0,1.0,129.29,Debit,Charlotte,Student,Branch,2
73.88,39.0,34.0,1.0,6474.41,Debit,Charlotte,Doctor,Online,2
77.43,21.0,169.0,1.0,5113.438123505977,Debit,Raleigh,Student,Online,1
106.16,56.0,277.0,1.0,7487.790000000001,Debit,Phoenix,Doctor,ATM,1
245.93,54.0,172.0,1.0,7986.629999999999,Debit,Fresno,Engineer,Branch,0
622.41,64.0,125.0,1.0,7322.01,Debit,Indianapolis,Doctor,ATM,0
43.73,34.0,145.0,1.0,9929.43,Debit,Omaha,Doctor,ATM,1
213.42,19.0,68.00000000000001,1.0,1830.98,Debit,Austin,Student,Branch,2
2.03,33.0,28.0,1.0,3012.31,Credit,Detroit,Engineer,ATM,2
770.65,31.0,137.0,1.0,7198.8,Debit,Jacksonville,Doctor,Online,0
260.31,63.0,113.0,1.0,10980.38,Debit,Austin,Doctor,Branch,2
356.1,26.0,187.0,1.0,868.35,Credit,Fort Worth,Student,Branch,2
27.07,80.0,39.0,1.0,3773.2899999999995,Credit,Virginia Beach,Retired,Branch,1
119.89,67.0,60.00000000000001,1.0,6697.77,Debit,Tucson,Doctor,ATM,1
106.39,37.0,281.0,1.0,9410.99,Debit,Virginia Beach,Doctor,Online,1
12.04,37.0,58.00000000000001,1.0,6213.32,Debit,Fort Worth,Engineer,Online,2
365.7,21.0,115.0,1.0,368.78,Debit,Houston,Student,Branch,0
29.38,28.0,63.0,1.0,1663.31,Credit,Baltimore,Student,Branch,2
319.85,60.0,148.0,1.0,711.6599999999999,Debit,Denver,Doctor,ATM,2
350.14,75.0,37.99999999999999,1.0,2403.25,Credit,Los Angeles,Retired,Online,0
163.94,52.0,73.0,1.0,5957.37,Credit,Virginia Beach,Retired,Branch,1
170.53,24.0,58.00000000000001,1.0,801.01,Debit,Oklahoma City,Student,Branch,1
262.22,40.0,136.0,1.0,5711.71,Credit,Baltimore,Engineer,ATM,2
41.49,24.0,13.0,1.0,928.33,Debit,Albuquerque,Student,Online,2
121.43,52.0,243.0,1.0,7365.28,Credit,Sacramento,Engineer,Branch,1
350.46,51.0,165.0,1.0,5839.38,Debit,Nashville,Retired,Branch,0
220.41,26.0,155.0,1.0,5116.98,Credit,El Paso,Engineer,Online,2
33.46,72.0,111.0,1.0,3641.07,Debit,Seattle,Retired,ATM,1
104.79,70.0,223.0,1.0,1352.19,Debit,Denver,Doctor,ATM,2
246.27000000000004,29.0,141.0,1.0,7299.86,Debit,Fresno,Doctor,Online,0
48.85,19.0,176.0,1.0,1503.56,Debit,Dallas,Student,ATM,2
332.0,69.0,17.0,1.0,5943.13,Debit,Charlotte,Retired,ATM,2
118.1,54.0,167.0,1.0,895.6599999999999,Debit,Memphis,Engineer,Online,0
84.59,67.0,10.0,1.0,5669.1,Credit,Las Vegas,Doctor,Branch,0
295.64,21.0,82.0,1.0,1061.96,Debit,Jacksonville,Student,Online,0
514.33,25.0,160.0,1.0,1592.94,Debit,Philadelphia,Student,Branch,1
213.42,43.0,119.42293906810038,1.0,6215.96,Debit,San Antonio,Doctor,ATM,1
94.59,39.0,34.0,1.0,6171.89,Debit,Washington,Doctor,Online,1
80.43,59.0,157.0,1.0,5987.67,Debit,Columbus,Retired,Branch,2
54.25,68.0,37.0,1.0,14783.33,Debit,Virginia Beach,Doctor,Online,1
178.88,76.0,93.0,1.0,4708.29,Credit,Dallas,Retired,Branch,2
518.85,22.0,82.0,1.0,1806.0,Debit,Kansas City,Student,Online,0
10.65,54.0,161.0,1.0,13240.72,Debit,Louisville,Doctor,Online,0
198.62,27.0,84.00000000000001,1.0,1196.07,Credit,Tucson,Student,Branch,1
107.03,27.0,73.0,1.0,1408.07,Debit,Miami,Student,Branch,0
139.57,19.0,263.0,1.0,271.78,Debit,Fort Worth,Student,ATM,2
312.47,49.0,148.0,1.0,9419.27,Debit,Milwaukee,,ATM,0
346.11,41.0,213.0,1.0,9551.64,Debit,Dallas,Engineer,Branch,2
138.06,44.0,159.0,1.0,1070.47,Debit,Charlotte,Engineer,Branch,2
158.02,49.0,120.0,1.0,9374.24,Debit,New York,Engineer,ATM,0
830.01,66.0,96.0,1.0,4253.18,Credit,Chicago,Retired,Online,2
435.5,55.0,112.0,1.0,6981.03,Debit,Oklahoma City,,ATM,1
110.49,57.0,48.0,1.0,10483.93,Debit,Raleigh,Doctor,Online,1
329.4,34.0,68.00000000000001,1.0,9588.07,Debit,Denver,Doctor,Online,2
635.4,47.0,106.0,1.0,1238.11,Debit,Denver,Doctor,ATM,2
769.97,22.0,22.999999999999996,1.0,1244.93,Debit,San Diego,Student,Branch,1
175.07,26.0,169.0,1.0,1040.25,Debit,Colorado Springs,Student,Branch,2
7.31,78.0,282.0,1.0,5757.67,Debit,Las Vegas,Retired,Branch,0
175.15,27.0,32.0,1.0,5113.438123505977,Debit,Detroit,Student,ATM,2
32.54,25.0,183.0,1.0,1544.88,Debit,Oklahoma City,Student,Online,1
121.82000000000001,60.0,119.0,1.0,5113.438123505977,Debit,Dallas,Doctor,Online,2
56.12,30.0,102.0,1.0,8839.67,Debit,El Paso,Doctor,ATM,2
424.7,56.0,178.0,1.0,6239.89,Credit,Miami,Retired,Online,0
35.16,32.0,130.0,1.0,5113.438123505977,Debit,Chicago,Engineer,Branch,2
35.73,65.0,87.0,1.0,9073.17,Debit,Miami,Doctor,Branch,0
3.44,78.0,107.99999999999999,1.0,7561.33,Debit,Fort Worth,Retired,ATM,2
213.42,21.0,235.0,1.0,694.03,Credit,Fort Worth,Student,Branch,2
139.03,50.0,81.0,1.0,2276.57,Credit,Los Angeles,Engineer,Online,0
254.92,28.0,169.0,1.0,2791.12,Credit,San Antonio,Engineer,ATM,1
115.11,28.0,139.0,1.0,9808.97,Debit,Albuquerque,Engineer,Online,2
171.11,57.0,171.0,1.0,6324.09,Debit,San Francisco,Retired,ATM,1
168.54,70.0,142.0,1.0,13406.0,Debit,Oklahoma City,Doctor,ATM,1
420.76,51.0,119.42293906810038,1.0,6581.55,Debit,Miami,Retired,Branch,0
408.46,64.0,28.0,1.0,3140.79,Debit,Raleigh,Retired,Branch,1
213.42,30.0,45.0,1.0,10357.26,Credit,Detroit,Doctor,Online,2
342.17,21.0,247.0,1.0,461.83,Credit,New York,Student,Branch,0
580.71,53.0,95.0,1.0,5670.0,Debit,Philadelphia,Engineer,ATM,1
821.54,79.0,36.0,1.0,4040.3199999999997,Credit,Atlanta,Retired,Branch,2
253.47,20.0,238.0,1.0,220.51,Debit,Atlanta,Student,Branch,2
22.81,62.0,75.0,1.0,3634.76,Debit,New York,Retired,Online,0
266.57,39.0,96.0,1.0,7180.48,Credit,Boston,Engineer,Online,2
374.61,75.0,37.0,1.0,1389.71,Credit,Mesa,Retired,Online,0
339.35,78.0,70.0,1.0,5002.7,Credit,Boston,Retired,ATM,2
810.36,20.0,67.0,1.0,9239.12,Debit,Columbus,Student,ATM,2
9.83,24.0,86.0,1.0,666.42,Debit,Memphis,Student,ATM,0
135.57,51.0,116.00000000000001,1.0,11351.64,Credit,Boston,Doctor,Branch,2
340.05,43.0,37.0,1.0,7234.15,Debit,Detroit,Engineer,ATM,2
283.45,27.0,127.0,1.0,2049.51,Debit,Colorado Springs,Engineer,Branch,2
100.99,68.0,114.0,1.0,8865.27,Debit,New York,Doctor,ATM,0
90.88,18.0,176.0,1.0,3908.4700000000003,Debit,Albuquerque,Student,Branch,2
655.15,26.0,264.0,1.0,5587.44,Debit,Seattle,Engineer,ATM,1
320.55,50.0,118.0,1.0,438.75,Debit,Milwaukee,Engineer,Online,0
41.51,28.0,48.0,1.0,609.5999999999999,Debit,Phoenix,Student,Online,1
71.53,68.0,39.0,1.0,2393.73,Credit,Jacksonville,Retired,Branch,0
467.13,54.0,45.0,1.0,3914.84,Credit,Kansas City,Retired,Branch,0
235.4,28.0,70.0,1.0,818.3599999999999,Debit,Detroit,Student,Branch,2
159.32,18.0,100.00000000000001,1.0,304.44,Debit,Seattle,Student,Branch,1
50.83,30.0,48.0,1.0,9553.42,Credit,Philadelphia,Doctor,Online,1
56.89,59.0,56.0,1.0,3034.67,Credit,Houston,Engineer,Branch,0
20.22,43.0,138.0,1.0,5515.32,Debit,Jacksonville,Engineer,ATM,0
50.4,36.0,84.00000000000001,1.0,1677.01,Debit,San Antonio,Doctor,Branch,1
73.88,53.0,131.0,1.0,4055.55,Debit,Los Angeles,Retired,Branch,0
119.61,33.0,53.00000000000001,1.0,9899.94,Debit,San Diego,Doctor,ATM,1
213.42,18.0,129.0,1.0,756.74,Debit,Miami,Student,Branch,0
116.58,43.0,247.0,1.0,2620.74,Debit,Raleigh,Engineer,Branch,1
213.42,30.0,161.0,1.0,11090.24,Debit,Portland,Doctor,ATM,1
391.96,64.0,79.0,1.0,2174.16,Debit,,Retired,ATM,1
156.26,46.0,160.0,1.0,7854.100000000001,Credit,Virginia Beach,Engineer,Branch,1
427.0,49.0,163.0,1.0,8253.65,Credit,Oklahoma City,Engineer,Branch,1
443.68,18.0,137.0,1.0,874.1499999999999,Debit,Tucson,Student,,1
101.76,31.0,26.0,1.0,6043.25,,Philadelphia,Doctor,,1
67.57,37.0,107.0,1.0,2766.12,Debit,Charlotte,Engineer,Branch,2
326.29,56.0,179.0,1.0,8171.259999999999,Debit,Denver,Engineer,Online,2
158.56,33.0,100.00000000000001,1.0,5401.21,Debit,Sacramento,Doctor,ATM,1
56.02,27.0,142.0,1.0,3548.02,Debit,Memphis,Student,Online,0
288.28,27.0,36.0,1.0,160.83,,Portland,Student,Online,1
245.67,24.0,107.0,1.0,752.2499999999999,Credit,Portland,Student,Branch,1
152.18,39.0,176.0,1.0,2459.84,Credit,Los Angeles,Engineer,Online,0
114.35,41.0,21.000000000000004,1.0,469.12,Credit,El Paso,Engineer,Branch,2
